folder,architecture,dataset,attack,poison_rate,best_deployable_auroc,num_layers,min_rank_ratio,final_rank_ratio,min_cka,final_cka,max_separation_auroc,final_separation_auroc,max_target_alignment,median_lid_clean,median_lid_backdoor,median_lid_ratio,min_lid_ratio,final_direction_norm,rank_ratio_depth,error
swin_cifar10_blend_0_05,swin,cifar10,blend,0.05,0.9990583912037037,24,0.3191416631524009,0.8307248099582454,0.14092006474589205,0.14092006474589205,1.0,0.999876,0.638296902179718,12.653372764587402,48.59248161315918,3.4632615412510073,2.4677639980406707,40.98836135864258,0.7083333333333334,
swin_cifar10_lc_0_1,swin,cifar10,lc,0.1,0.852300713734568,24,0.8392554522360274,1.0801165297228112,0.7583841303316047,0.7583841303316047,1.0,1.0,0.18987523019313812,12.655920028686523,21.600425720214844,1.3949661384687295,1.0017902692773548,43.272823333740234,0.7083333333333334,
swin_cifar10_wanet_0_05,swin,cifar10,wanet,0.05,0.9772373746141976,24,0.249082166866132,0.2667104170062039,0.12269702833598019,0.12269702833598019,0.999584,0.999076,0.619905948638916,13.250694751739502,15.97102689743042,1.1242907588554223,0.9688935110932579,69.5085678100586,0.9583333333333334,
swin_tiny_badnet_a2a_0_05_evade_l1,swin,tiny,badnet_a2a,0.05,0.7618309218750001,24,0.7764945731029675,0.9330538252162809,0.7377797487975231,0.7377797487975231,0.999576,0.982076,0.09448693692684174,16.07378101348877,16.97733497619629,1.011346752097502,0.998311769876395,11.41409683227539,0.9583333333333334,
swin_tiny_blend_0_05_evade_l1,swin,tiny,blend,0.05,0.9762985182841432,24,0.014005656573711117,0.04351998871874934,0.06516408363990073,0.06516408363990073,1.0,1.0,0.5261985063552856,16.197492599487305,85.2677059173584,4.948641393585003,1.5763419374252818,25.17212677001953,0.875,
swin_tiny_lc_0_05_evade_l1,swin,tiny,lc,0.05,0.7913829989451056,24,0.08926567703814886,0.3492305297118125,0.3220996652425794,0.41354074231054844,0.999996,0.994572,0.6305789947509766,17.14197826385498,23.30534267425537,1.2700743811347244,0.9933450545918068,15.532800674438477,0.9583333333333334,
swin_tiny_sig_0_05_evade_l1,swin,tiny,sig,0.05,0.6422993068777649,24,0.22693988219868919,0.6552153431741808,0.31036464171261946,0.5704540661494792,0.996584,0.964648,0.5266966819763184,16.119547843933105,21.897180557250977,1.371686829898195,1.005879941234117,9.447918891906738,0.9583333333333334,
swin_tiny_wanet_0_05_evade_l1,swin,tiny,wanet,0.05,0.9731938630512158,24,0.028028428905338968,0.05091588110025568,0.06923816815977715,0.06923816815977715,0.999752,0.9988480000000001,0.5588161945343018,16.254199981689453,23.404932975769043,1.2599139630649394,1.00981309250764,44.90201950073242,0.9583333333333334,
vit_cifar100_adaptive_blend_0_1,vit,cifar100,adaptive_blend,0.1,0.9938381388800542,12,0.6208103281091442,0.8484457024063333,0.5748150892130744,0.5748150892130744,1.0,0.995716,0.7789545655250549,14.46640920639038,27.45626735687256,1.7916924872558935,1.0731373528483021,10.914319038391113,0.3333333333333333,
vit_cifar100_badnet_a2a_0_1_evade_l1,vit,cifar100,badnet_a2a,0.1,0.6483679609375,12,0.7456163239538341,0.8002842261448654,0.7098146138121078,0.7816489274268742,1.0,0.996356,0.10612808912992477,15.120511054992676,23.629000663757324,1.3641985966303645,0.9939807899335007,4.847075462341309,0.75,
vit_cifar100_badnet_a2o_0_1,vit,cifar100,badnet_a2o,0.1,0.996257024952023,12,0.40980338290335444,0.40980338290335444,0.38764464070991156,0.38764464070991156,1.0,0.99998,0.7223091721534729,15.11330270767212,17.848442554473877,1.26093623878747,0.9915890001621517,13.273618698120117,1.0,
vit_cifar100_blend_0_05,vit,cifar100,blend,0.05,0.9996700891380264,12,0.08933846964643961,0.12110074537761113,0.18680356837214046,0.18680356837214046,1.0,1.0,0.6591437458992004,13.957080364227295,30.18786907196045,2.096947494583537,1.0323462614391152,18.46450424194336,0.75,
vit_cifar100_bpp_0_01_evade_l1,vit,cifar100,bpp,0.01,0.9715797706921576,12,0.10284808345816035,0.11847513048730844,0.1544889908613112,0.1544889908613112,0.999572,0.999232,0.5406949520111084,15.683879375457764,21.069340705871582,1.4037092366748434,0.9997908623647296,25.89345359802246,0.9166666666666666,
vit_cifar100_lc_0_01_evade_l1,vit,cifar100,lc,0.01,0.7743029958629453,12,0.554233578423407,0.8014898077635391,0.7393297627045637,0.8055058701957515,1.0,1.0,0.12829230725765228,15.629325866699219,21.892245292663574,1.4516629937331722,0.999857846116215,11.444168090820312,0.6666666666666666,
vit_cifar100_lf_0_01,vit,cifar100,lf,0.01,0.9718290235521206,12,0.13197887728012875,0.13197887728012875,0.19030395864970168,0.19030395864970168,0.9994799999999999,0.9981,0.6103852391242981,13.39636516571045,18.47790241241455,1.123595549242169,0.998020248596632,17.260879516601562,1.0,
vit_cifar100_sig_0_01_evade_l1,vit,cifar100,sig,0.01,0.6225060088455634,12,0.6480987518064047,0.8195042374046567,0.729756404387568,0.729756404387568,0.993452,0.9837359999999999,0.1103062629699707,15.311214923858643,18.81410503387451,1.1931307912350042,0.9723962333504192,6.004326820373535,0.5833333333333334,
vit_cifar100_wanet_0_01_evade_l1,vit,cifar100,wanet,0.01,0.5491921070725798,12,0.9844692621050966,1.017630705289636,0.9702379981036312,0.9777829355234933,0.7882560000000001,0.7142919999999999,0.42748722434043884,15.9227876663208,16.13785982131958,1.010340014541963,0.9742968096650102,2.0964736938476562,0.25,
vit_cifar10_adaptive_blend_0_01,vit,cifar10,adaptive_blend,0.01,0.9094690875771604,12,0.7072956139023379,1.1029571846679618,0.7715718641040652,0.7842997185610305,1.0,0.9583480000000001,0.6821995973587036,12.535282135009766,25.558802604675293,2.0703487269955962,1.0333378108993576,16.633464813232422,0.3333333333333333,
vit_cifar10_badnet_a2a_0_1,vit,cifar10,badnet_a2a,0.1,0.75729534375,12,0.9667398394671255,1.041379215491808,0.9532310049191474,0.9532310049191474,1.0,1.0,0.20977561175823212,12.443144798278809,16.334986686706543,1.0753205517615607,0.9954758587750767,13.228691101074219,0.5833333333333334,
vit_cifar10_blend_0_005,vit,cifar10,blend,0.005,0.987810223765432,12,0.2645520347820708,0.3644584350173763,0.09160074397740799,0.09160074397740799,1.0,0.995648,0.8592172265052795,12.189913749694824,23.495545387268066,1.828559429779061,1.073861776021142,29.007627487182617,0.75,
vit_cifar10_bpp_0_05,vit,cifar10,bpp,0.05,0.998569888117284,12,0.38635395258376526,0.8258096083965952,0.17829906821207994,0.17829906821207994,0.999952,0.9959399999999999,0.9116898775100708,11.992573738098145,16.526492595672607,1.4082528580958924,0.9981787901468445,31.40424919128418,0.6666666666666666,
vit_cifar10_lf_0_005,vit,cifar10,lf,0.005,0.9070101080246912,12,0.2777104277759649,0.7192189057087472,0.1892090142591011,0.3121900268357846,0.999972,0.987588,0.6353909969329834,12.056632041931152,23.488987922668457,1.4806377664674988,0.9810364612814982,25.11326789855957,0.8333333333333334,
vit_cifar10_sig_0_05,vit,cifar10,sig,0.05,0.8330791763117283,12,0.8358432191774088,0.8802715580272604,0.6322555771678594,0.6322555771678594,0.9996,0.92594,0.8495937585830688,12.129239559173584,16.08555793762207,1.2626063419178,0.995528683189259,15.207479476928711,0.5,
vit_cifar10_wanet_0_01,vit,cifar10,wanet,0.01,0.6200395736882716,12,0.9509027311596872,1.0793512425753204,0.7938028453344176,0.9588892492282989,0.8749999999999999,0.7988599999999999,0.6341191530227661,12.797016620635986,12.651553630828857,0.992779941286168,0.905479556326873,5.627448558807373,0.5833333333333334,
vit_gtsrb_badnet_a2a_0_05,vit,gtsrb,badnet_a2a,0.05,0.794993194503566,12,0.8997719452552818,0.9015577202351482,0.8554914238212801,0.8795418829402725,1.0,0.980456,0.5750355124473572,4.658592224121094,10.692200183868408,2.6449721596239133,1.0137740812926073,4.243505001068115,0.9166666666666666,
vit_gtsrb_blend_0_01,vit,gtsrb,blend,0.01,0.9999997140152648,12,0.1344773299118389,0.20023773621559607,0.11616683728683992,0.11616683728683992,1.0,1.0,0.8353726863861084,4.674424886703491,35.00295639038086,6.878804295914998,1.2308474712404935,16.108036041259766,0.6666666666666666,
vit_gtsrb_lc_0_05,vit,gtsrb,lc,0.05,0.751490092183962,12,0.9697444172343422,1.0079347445699036,0.9443561915548895,0.9443561915548895,0.9989359999999999,0.9989359999999999,0.7990162372589111,4.961957216262817,7.430038690567017,1.2242765099643382,1.1383437764914779,8.116324424743652,0.5833333333333334,
vit_gtsrb_wanet_0_1,vit,gtsrb,wanet,0.1,0.9723696294792492,12,0.31563489700307273,0.3331175584438951,0.3886181389561752,0.40579264319481784,0.994256,0.991772,0.6751596927642822,5.250006437301636,9.779791355133057,1.1023728565499256,0.9810450937315809,18.911155700683594,0.75,
vit_tiny_adaptive_blend_0_1_evade_l1,vit,tiny,adaptive_blend,0.1,0.9739852508650116,12,0.7886793897056692,0.9380603053655658,0.7360281453074009,0.7360281453074009,1.0,0.999048,0.4585151970386505,20.34268283843994,43.336669921875,1.7457180864055153,1.0255074086943081,12.086877822875977,0.5833333333333334,
vit_tiny_badnet_a2o_0_01,vit,tiny,badnet_a2o,0.01,0.990381838345064,12,0.7971783155918538,0.9333788947881855,0.44302102247793057,0.44302102247793057,1.0,0.999996,0.5873883962631226,17.676032066345215,24.17948627471924,1.0321013488290047,0.9917058448735815,11.394497871398926,0.9166666666666666,
vit_tiny_benign,vit,tiny,benign,0.0,0.5052611637405872,12,0.9820614175454819,0.9972642983215894,0.9968192312964502,0.9978317292069993,0.788024,0.628436,0.036310091614723206,17.63649272918701,17.536486625671387,1.0000398041204983,0.9879597469267564,0.35361939668655396,0.5833333333333334,
vit_tiny_blend_0_1_evade_l1,vit,tiny,blend,0.1,0.9959413176093252,12,0.09792503702939435,0.171109292878975,0.21975654169876457,0.21975654169876457,1.0,1.0,0.39586251974105835,20.596044540405273,54.42692756652832,2.362702093956308,1.012895696171247,23.193227767944336,0.75,
vit_tiny_bpp_0_1_evade_l1,vit,tiny,bpp,0.1,0.9953971763284069,12,0.09959482204365816,0.10164418027555286,0.17991470282564062,0.17991470282564062,0.999968,0.999896,0.4049655795097351,20.72992515563965,37.29779624938965,1.5496144185810077,0.9871515914073763,31.596548080444336,0.9166666666666666,
vit_tiny_lf_0_01,vit,tiny,lf,0.01,0.9592997508385772,12,0.16517483057836171,0.22016748479530485,0.25500366134760577,0.25500366134760577,0.9997,0.998876,0.5076816082000732,18.096278190612793,28.556034088134766,1.1686638967412488,1.0047556470447945,15.395906448364258,0.8333333333333334,
vit_tiny_sig_0_01_evade_l1,vit,tiny,sig,0.01,0.6127549327317201,12,0.7043871077136271,0.7991671839244011,0.6873441803560076,0.6873441803560076,0.99516,0.9853639999999999,0.12281414866447449,20.740859985351562,25.826763153076172,1.1628228408961068,0.9765859304343465,6.572777271270752,0.75,
vit_tiny_wanet_0_01_evade_l1,vit,tiny,wanet,0.01,0.5371788015034522,12,0.8981508184202033,0.9998227551263054,0.90985986228677,0.9344681984637846,0.947496,0.8704040000000001,0.5244798064231873,20.380711555480957,21.47710609436035,1.0134453271432307,0.9919536112783338,3.169602632522583,0.75,
