folder,architecture,dataset,attack,poison_rate,best_deployable_auroc,num_layers,min_rank_ratio,final_rank_ratio,min_cka,final_cka,max_separation_auroc,final_separation_auroc,max_target_alignment,median_lid_clean,median_lid_backdoor,median_lid_ratio,min_lid_ratio,final_direction_norm,rank_ratio_depth,error
vit_cifar100_bpp_0_05_evade_l1,vit,cifar100,bpp,0.05,0.9829279110128182,12,0.1278503883323566,0.15727481270527938,0.16932195290956598,0.16932195290956598,1.0,0.999688,0.6223764419555664,15.414702415466309,23.647866249084473,1.5080495754680878,0.993199858378968,26.05592155456543,0.75,
vit_cifar100_lc_0_05_evade_l1,vit,cifar100,lc,0.05,0.7103324289304114,12,0.5841315556726538,0.8367495255711581,0.7646127513885054,0.7837250835065608,1.0,1.0,0.03178982809185982,15.264951229095459,20.19890594482422,1.3684500038543994,1.004253766266232,10.76613712310791,0.6666666666666666,
vit_cifar100_lf_0_05,vit,cifar100,lf,0.05,0.975616645430025,12,0.24069275975559212,0.24069275975559212,0.2528824538074218,0.2528824538074218,0.999916,0.999052,0.670285701751709,14.357922077178955,21.722167015075684,1.380111884540582,0.9884139886789483,17.552852630615234,1.0,
vit_cifar100_sig_0_1_evade_l1,vit,cifar100,sig,0.1,0.6146893018804904,12,0.6813673332720769,0.8367178440000549,0.751050108355333,0.751050108355333,0.996648,0.9916079999999999,0.08255578577518463,15.996301174163818,20.223247528076172,1.226381761938233,0.9931518678617131,6.093996524810791,0.75,
vit_cifar100_wanet_0_05_evade_l1,vit,cifar100,wanet,0.05,0.7685187332719048,12,0.529481293119823,0.6450967013480132,0.6159377335704744,0.679312904995384,0.980284,0.96844,0.5495707392692566,19.83656406402588,18.714791297912598,0.9864824882981743,0.7158643358569697,10.843945503234863,0.8333333333333334,
vit_cifar10_adaptive_blend_0_1,vit,cifar10,adaptive_blend,0.1,0.9807883969907408,12,0.7284359054337113,1.2555370583917014,0.6832286872340582,0.6832286872340582,1.0,0.971724,0.8569502830505371,12.498172760009766,20.406825065612793,1.6144283106963027,1.0528901409231832,22.586830139160156,0.3333333333333333,
vit_cifar10_badnet_a2o_0_01,vit,cifar10,badnet_a2o,0.01,0.9987790027006171,12,0.8554234150677031,1.3619710634870987,0.6111076924673389,0.6111076924673389,1.0,0.97336,0.9381428360939026,12.50965166091919,15.67053508758545,1.2331675993429272,1.0023680956500716,28.66731071472168,0.6666666666666666,
vit_cifar10_blend_0_05,vit,cifar10,blend,0.05,0.9997670717592594,12,0.3890793275745382,0.865467894266811,0.1845448056288035,0.1845448056288035,1.0,0.986668,0.9082566499710083,12.31835412979126,21.24611473083496,1.672814245980677,1.0439376911581542,28.89736557006836,0.6666666666666666,
vit_cifar10_lc_0_005,vit,cifar10,lc,0.005,0.5861854938271605,12,0.8416657134354454,0.9376581337088306,0.935803236914534,0.9423286125301114,0.999996,0.845424,0.7635582685470581,12.583860874176025,13.67323112487793,1.152100995322829,1.0018838930469525,7.8829026222229,0.6666666666666666,
vit_cifar10_lf_0_05,vit,cifar10,lf,0.05,0.992730825617284,12,0.5503894326951643,1.257738778647252,0.30263015778873464,0.30263015778873464,1.0,0.9995639999999999,0.7009412050247192,12.214197635650635,18.70466423034668,1.219441986889659,0.9931514441241842,35.212867736816406,0.75,
vit_cifar10_tact_0_005,vit,cifar10,tact,0.005,0.5751330343364197,12,0.957918089407975,0.957918089407975,0.9799431627062216,0.9799431627062216,0.999004,0.9686959999999999,0.15797841548919678,12.25490140914917,14.268383502960205,1.0203450631872424,0.9970792455939887,7.799552917480469,1.0,
vit_cifar10_wanet_0_1,vit,cifar10,wanet,0.1,0.9760655864197532,12,0.2948018450202354,0.9396900556390959,0.2601928718294501,0.5376498903268647,0.997428,0.9936320000000001,0.6294302344322205,13.128252983093262,9.85130786895752,0.9809342971643389,0.39365454554993234,28.589027404785156,0.8333333333333334,
vit_gtsrb_badnet_a2o_0_01,vit,gtsrb,badnet_a2o,0.01,0.9999991331087712,12,0.8981842519522796,0.8981842519522796,0.7944279026073399,0.8516262245848008,1.0,1.0,0.7964746952056885,4.767566204071045,9.994240760803223,1.472183557025598,0.9917687065450502,17.728361129760742,1.0,
vit_gtsrb_blend_0_1,vit,gtsrb,blend,0.1,0.9999601766256024,12,0.11590121340121597,0.11961160445299537,0.11936402205327713,0.11936402205327713,1.0,1.0,0.8752321004867554,4.897942066192627,72.7578239440918,15.219794604186683,1.1825814982337701,20.51389503479004,0.75,
vit_gtsrb_lf_0_01,vit,gtsrb,lf,0.01,0.9915345256322934,12,0.30495345942270463,0.3269150224330975,0.28387872294841754,0.28387872294841754,1.0,0.999872,0.6964921355247498,4.635560631752014,23.4988956451416,7.375994507904224,1.0136629345058288,22.181650161743164,0.5833333333333334,
vit_tiny_adaptive_blend_0_01_evade_l1,vit,tiny,adaptive_blend,0.01,0.8650058004743844,12,0.7551366856533721,0.9393527079757001,0.7528418637616745,0.7642534203077037,1.0,0.999572,0.44401490688323975,20.402750968933105,42.55948829650879,1.6629913089228017,1.0202070127361573,12.073650360107422,0.8333333333333334,
vit_tiny_badnet_a2a_0_05,vit,tiny,badnet_a2a,0.05,0.7131275546874999,12,0.7008509708502976,0.7008509708502976,0.751930145231016,0.751930145231016,0.999992,0.9998199999999999,0.023304659873247147,18.458044052124023,23.612231254577637,1.0112157439044376,0.9280864766528572,7.2173919677734375,1.0,
vit_tiny_badnet_a2o_0_05,vit,tiny,badnet_a2o,0.05,0.9992041919953468,12,0.5322662501758314,0.6604833268323805,0.39481942719217156,0.39481942719217156,1.0,0.999996,0.566017210483551,17.41347312927246,21.775032997131348,1.0263311250648846,0.9949436154315369,14.92642593383789,0.9166666666666666,
vit_tiny_blend_0_01_evade_l1,vit,tiny,blend,0.01,0.9521149673961196,12,0.21572823493945642,0.33447133337797746,0.33148037351474774,0.33148037351474774,1.0,0.999956,0.4330971837043762,20.546875953674316,43.52381134033203,1.5641307669782152,1.0132524199647546,24.36307144165039,0.8333333333333334,
vit_tiny_bpp_0_01_evade_l1,vit,tiny,bpp,0.01,0.9847685511503144,12,0.09651747764830639,0.10560435154881628,0.18182760575849277,0.18182760575849277,0.9979640000000001,0.9957120000000002,0.4792243540287018,20.36415672302246,45.0288028717041,2.2163951127924637,0.9768518697131595,29.21177864074707,0.8333333333333334,
vit_tiny_lc_0_05,vit,tiny,lc,0.05,0.8626493572624153,12,0.8126407336880181,0.9559304248229099,0.7959548887127619,0.7959548887127619,0.999956,0.999248,0.2895078659057617,17.9474458694458,23.1077823638916,1.049146278865274,0.9882530570607329,10.052210807800293,0.9166666666666666,
vit_tiny_lf_0_05,vit,tiny,lf,0.05,0.9920124151794976,12,0.19954966801588103,0.2183387348471767,0.2150819336926381,0.2150819336926381,0.999988,0.999912,0.6138707995414734,18.00969123840332,29.9251708984375,1.271968204484066,0.9892092358782875,19.445932388305664,0.9166666666666666,
vit_tiny_sig_0_1_evade_l1,vit,tiny,sig,0.1,0.641220677697032,12,0.8461467716419998,0.9019570702951875,0.7455571458039112,0.7455571458039112,0.995536,0.944312,0.4858129024505615,20.582398414611816,22.74418354034424,1.049795772829758,0.9922516265066341,5.179963111877441,0.75,
vit_tiny_wanet_0_05_evade_l1,vit,tiny,wanet,0.05,0.6397393059836234,12,0.1190820793901849,0.26701392086646725,0.2961771377212982,0.3976765563137524,0.998004,0.9929600000000001,0.455829918384552,21.202216148376465,23.98444938659668,1.0186623640338532,0.9696336849800891,17.36231231689453,0.8333333333333334,
