folder,architecture,dataset,attack,poison_rate,best_deployable_auroc,num_layers,min_rank_ratio,final_rank_ratio,min_cka,final_cka,max_separation_auroc,final_separation_auroc,max_target_alignment,final_direction_norm,rank_ratio_depth,error
vit_tiny_adaptive_blend_0_05,vit,tiny,adaptive_blend,0.05,0.9793248414205225,12,0.7593519481667514,1.071049994448533,0.719982695774058,0.719982695774058,1.0,0.998012,0.6447129249572754,8.660958290100098,0.8333333333333334,
vit_tiny_adaptive_blend_0_05_evade_l1,vit,tiny,adaptive_blend,0.05,0.9349164625761937,12,0.8264162654634232,0.9589290163900602,0.7589555778156893,0.7589555778156893,1.0,0.998096,0.5583540797233582,11.968745231628418,0.9166666666666666,
vit_tiny_adaptive_blend_0_1,vit,tiny,adaptive_blend,0.1,0.98785108964256,12,0.7237521001040074,1.0050691641935117,0.7148048588546171,0.7148048588546171,1.0,0.998692,0.6880733370780945,10.214187622070312,0.8333333333333334,
vit_tiny_adaptive_blend_0_1_evade_l1,vit,tiny,adaptive_blend,0.1,0.9739852508650116,12,0.7886793897056695,0.9380603053655654,0.7360281453074009,0.7360281453074009,1.0,0.999048,0.4585151970386505,12.086877822875977,0.5833333333333334,
vit_tiny_badnet_a2a_0_01_evade_l1,vit,tiny,badnet_a2a,0.01,0.5003122109375,12,0.9948325055732238,0.9988116101437015,0.9989274545460098,0.9994096745682086,0.665906,0.552584,0.06858496367931366,0.28572189807891846,0.5833333333333334,
vit_tiny_badnet_a2a_0_05,vit,tiny,badnet_a2a,0.05,0.7131275546874999,12,0.7008509708502972,0.7008509708502972,0.751930145231016,0.751930145231016,0.999992,0.9998199999999999,0.023304659873247147,7.2173919677734375,1.0,
vit_tiny_badnet_a2a_0_05_evade_l1,vit,tiny,badnet_a2a,0.05,0.7826266093750001,12,0.7813356141934409,0.7813356141934409,0.7321823810148501,0.7321823810148501,1.0,0.999656,0.06610673666000366,5.008537769317627,1.0,
vit_tiny_badnet_a2a_0_1,vit,tiny,badnet_a2a,0.1,0.6570950859375,12,0.7654598572366555,0.7654598572366555,0.7698952688866704,0.7698952688866704,0.99998,0.9975480000000001,0.12229365110397339,5.407338619232178,1.0,
vit_tiny_badnet_a2a_0_1_evade_l1,vit,tiny,badnet_a2a,0.1,0.6798094687500001,12,0.7617642539181703,0.7675475733163112,0.7144265321690422,0.7144265321690422,1.0,0.990568,-0.014124294742941856,4.072304725646973,0.6666666666666666,
vit_tiny_badnet_a2o_0_01,vit,tiny,badnet_a2o,0.01,0.990381838345064,12,0.797178315591854,0.933378894788185,0.44302102247793057,0.44302102247793057,1.0,0.999996,0.5873883962631226,11.394497871398926,0.9166666666666666,
vit_tiny_badnet_a2o_0_01_evade_l1,vit,tiny,badnet_a2o,0.01,0.9917068458068988,12,0.4375278139306683,0.5331258523231357,0.4499525013041743,0.4499525013041743,1.0,0.999988,0.3337720036506653,28.294923782348633,0.9166666666666666,
vit_tiny_badnet_a2o_0_05,vit,tiny,badnet_a2o,0.05,0.9992041919953468,12,0.5322662501758314,0.6604833268323802,0.39481942719217156,0.39481942719217156,1.0,0.999996,0.566017210483551,14.92642593383789,0.9166666666666666,
vit_tiny_badnet_a2o_0_05_evade_l1,vit,tiny,badnet_a2o,0.05,0.9408585172523444,12,0.38836203105058215,0.4459680589071726,0.4728733757990241,0.4728733757990241,1.0,0.9999399999999999,0.6670756936073303,19.914880752563477,0.9166666666666666,
vit_tiny_badnet_a2o_0_1,vit,tiny,badnet_a2o,0.1,0.9969040983236094,12,0.6089639261046733,0.6473059096563579,0.4114875683624484,0.4114875683624484,1.0,0.999996,0.5301856994628906,14.65649127960205,0.9166666666666666,
vit_tiny_badnet_a2o_0_1_evade_l1,vit,tiny,badnet_a2o,0.1,0.9821081487781308,12,0.724018710338904,0.8131750196889974,0.5332236480959975,0.5332236480959975,1.0,0.999996,0.5460686087608337,18.21833610534668,0.9166666666666666,
vit_tiny_benign,vit,tiny,benign,0.0,0.5052611637405872,12,0.9820614175454818,0.997264298321589,0.9968192312964502,0.9978317292069993,0.788024,0.628436,0.036310091614723206,0.35361939668655396,0.5833333333333334,
vit_tiny_blend_0_01,vit,tiny,blend,0.01,0.9978909927576594,12,0.09260812351145677,0.0996311118283912,0.13517358493286455,0.13517358493286455,1.0,0.999996,0.5685516595840454,18.87493133544922,0.9166666666666666,
vit_tiny_blend_0_01_evade_l1,vit,tiny,blend,0.01,0.9521149673961196,12,0.21572823493945653,0.3344713333779776,0.33148037351474774,0.33148037351474774,1.0,0.999956,0.4330971837043762,24.36307144165039,0.8333333333333334,
vit_tiny_blend_0_05,vit,tiny,blend,0.05,0.9994700033298244,12,0.09137309964715949,0.12690136838877195,0.16280557941029994,0.16280557941029994,1.0,0.999996,0.5502505302429199,19.264842987060547,0.8333333333333334,
vit_tiny_blend_0_05_evade_l1,vit,tiny,blend,0.05,0.997005825858909,12,0.11612180275869975,0.1691894826660241,0.2453271676736084,0.2453271676736084,1.0,1.0,0.47219449281692505,25.684988021850586,0.8333333333333334,
vit_tiny_blend_0_1,vit,tiny,blend,0.1,0.9993594354128106,12,0.07651543666673517,0.09372015916067314,0.14619766908229204,0.14619766908229204,1.0,1.0,0.5626136064529419,18.249807357788086,0.9166666666666666,
vit_tiny_blend_0_1_evade_l1,vit,tiny,blend,0.1,0.9959413176093252,12,0.09792503702939442,0.171109292878975,0.21975654169876457,0.21975654169876457,1.0,1.0,0.39586251974105835,23.193227767944336,0.75,
vit_tiny_bpp_0_01,vit,tiny,bpp,0.01,0.9871342925494796,12,0.053934756400597667,0.06745906335474783,0.09871979329652096,0.09871979329652096,0.999088,0.996596,0.49584639072418213,19.175045013427734,0.9166666666666666,
vit_tiny_bpp_0_01_evade_l1,vit,tiny,bpp,0.01,0.9847685511503144,12,0.09651747764830634,0.10560435154881635,0.18182760575849277,0.18182760575849277,0.9979640000000001,0.9957120000000002,0.4792243540287018,29.21177864074707,0.8333333333333334,
vit_tiny_bpp_0_05,vit,tiny,bpp,0.05,0.9929989544196391,12,0.13727210207220084,0.1490625604761344,0.1903268640557539,0.1903268640557539,0.999184,0.9986959999999999,0.6012629270553589,18.182369232177734,0.8333333333333334,
vit_tiny_bpp_0_05_evade_l1,vit,tiny,bpp,0.05,0.99513704809646,12,0.13165549253723652,0.1412177348143049,0.2110821101502404,0.2110821101502404,0.999536,0.999536,0.36425095796585083,30.945117950439453,0.9166666666666666,
vit_tiny_bpp_0_1,vit,tiny,bpp,0.1,0.9977383146295328,12,0.13519653578465649,0.14725907447765973,0.19271066538696036,0.19271066538696036,0.999904,0.999876,0.5604611039161682,20.289527893066406,0.8333333333333334,
vit_tiny_bpp_0_1_evade_l1,vit,tiny,bpp,0.1,0.9953971763284069,12,0.0995948220436582,0.10164418027555278,0.17991470282564062,0.17991470282564062,0.999968,0.999896,0.4049655795097351,31.596548080444336,0.9166666666666666,
vit_tiny_lc_0_01_evade_l1,vit,tiny,lc,0.01,0.6959425142181358,12,0.6892398493097247,0.8407660061793933,0.7354886390600927,0.7354886390600927,1.0,1.0,0.01332450844347477,9.053681373596191,0.6666666666666666,
vit_tiny_lc_0_05,vit,tiny,lc,0.05,0.8626493572624153,12,0.8126407336880191,0.9559304248229086,0.7959548887127669,0.7959548887127669,0.999956,0.999248,0.2895078659057617,10.052210807800293,0.9166666666666666,
vit_tiny_lc_0_05_evade_l1,vit,tiny,lc,0.05,0.6891326655719433,12,0.6923728493615693,0.8239688458477271,0.7423271361323284,0.7423271361323284,1.0,0.999336,0.12009672820568085,8.742131233215332,0.8333333333333334,
vit_tiny_lc_0_1,vit,tiny,lc,0.1,0.7952021780301013,12,0.9236479029376681,0.9543577053342749,0.7567180539610446,0.7567180539610446,0.999704,0.999704,0.12103616446256638,8.19095516204834,0.9166666666666666,
vit_tiny_lc_0_1_evade_l1,vit,tiny,lc,0.1,0.7417042292117753,12,0.6017088628439318,0.9068753965694394,0.7210164871845481,0.7210164871845481,1.0,1.0,0.08849795162677765,9.297544479370117,0.75,
vit_tiny_lf_0_01,vit,tiny,lf,0.01,0.9592997508385772,12,0.16517483057836183,0.22016748479530487,0.25500366134760577,0.25500366134760577,0.9997,0.998876,0.5076816082000732,15.395906448364258,0.8333333333333334,
vit_tiny_lf_0_01_evade_l1,vit,tiny,lf,0.01,0.8307117181359215,12,0.2617539155278337,0.2617539155278337,0.30797900048998694,0.30797900048998694,0.999312,0.99848,0.4078730642795563,19.048389434814453,1.0,
vit_tiny_lf_0_05,vit,tiny,lf,0.05,0.9920124151794976,12,0.1995496680158815,0.21833873484717686,0.2150819336926381,0.2150819336926381,0.999988,0.999912,0.6138707995414734,19.445932388305664,0.9166666666666666,
vit_tiny_lf_0_05_evade_l1,vit,tiny,lf,0.05,0.8709738790242069,12,0.13766901312108387,0.13766901312108387,0.20458142249076472,0.20458142249076472,0.999856,0.999536,0.5262572765350342,29.854042053222656,1.0,
vit_tiny_lf_0_1,vit,tiny,lf,0.1,0.986125983869366,12,0.0889143911448278,0.12975537076977575,0.18909855677772744,0.18909855677772744,0.999988,0.9998079999999999,0.596354603767395,21.271642684936523,0.8333333333333334,
vit_tiny_lf_0_1_evade_l1,vit,tiny,lf,0.1,0.8589522780566523,12,0.11265293012174724,0.15641216454764875,0.27860975799420085,0.27860975799420085,0.999992,0.999976,0.3984532356262207,32.21503829956055,0.8333333333333334,
vit_tiny_sig_0_01_evade_l1,vit,tiny,sig,0.01,0.6127549327317201,12,0.7043871077136276,0.7991671839244022,0.6873441803560076,0.6873441803560076,0.99516,0.9853639999999999,0.12281414866447449,6.572777271270752,0.75,
vit_tiny_sig_0_05_evade_l1,vit,tiny,sig,0.05,0.6465112278136216,12,0.7627674764245044,0.7629461124205003,0.6632611579335556,0.6632611579335556,0.9971760000000001,0.98818,0.2560023069381714,7.481276512145996,0.9166666666666666,
vit_tiny_sig_0_1_evade_l1,vit,tiny,sig,0.1,0.641220677697032,12,0.8461467716419999,0.9019570702951859,0.7455571458039112,0.7455571458039112,0.995536,0.944312,0.4858129024505615,5.179963111877441,0.75,
vit_tiny_tact_0_01_evade_l1,vit,tiny,tact,0.01,0.5134667429023299,12,0.9558973037183652,0.9924048004748277,0.9856812885407568,0.9856812885407568,0.8981279999999999,0.874168,0.34613481163978577,2.1154732704162598,0.8333333333333334,
vit_tiny_tact_0_05_evade_l1,vit,tiny,tact,0.05,0.5086483717808638,12,0.9588710714450606,0.9946805828691871,0.9821166857788693,0.9823971072474695,0.9524279999999999,0.8703039999999999,0.24159356951713562,2.3034396171569824,0.8333333333333334,
vit_tiny_tact_0_1_evade_l1,vit,tiny,tact,0.1,0.5213178937961058,12,0.9367549770661365,1.0000182523893983,0.954478865409483,0.9765442528466995,0.9398000000000001,0.921168,0.3806455731391907,3.5145068168640137,0.9166666666666666,
vit_tiny_wanet_0_01_evade_l1,vit,tiny,wanet,0.01,0.5371788015034522,12,0.8981508184202033,0.9998227551263056,0.90985986228677,0.9344681984637846,0.947496,0.8704040000000001,0.5244798064231873,3.169602632522583,0.75,
vit_tiny_wanet_0_05,vit,tiny,wanet,0.05,0.974250146588526,12,0.12400710433055759,0.21285688676716566,0.27817039906487917,0.27817039906487917,0.9985999999999999,0.997552,0.5188744068145752,15.370131492614746,0.8333333333333334,
vit_tiny_wanet_0_05_evade_l1,vit,tiny,wanet,0.05,0.6397393059836234,12,0.11908207939018504,0.2670139208664673,0.2961771377212982,0.3976765563137524,0.998004,0.9929600000000001,0.455829918384552,17.36231231689453,0.8333333333333334,
vit_tiny_wanet_0_1,vit,tiny,wanet,0.1,0.9887861336592152,12,0.09128975396822496,0.2379847370560446,0.2533188329802811,0.33588234094278996,0.999652,0.999336,0.6862660646438599,18.543643951416016,0.8333333333333334,
vit_tiny_wanet_0_1_evade_l1,vit,tiny,wanet,0.1,0.7790376742496462,12,0.1100525245767733,0.14980580135594626,0.2770638019763071,0.2770638019763071,0.999572,0.999296,0.4341878890991211,28.081777572631836,0.8333333333333334,
