folder,architecture,dataset,attack,poison_rate,best_deployable_auroc,num_layers,min_rank_ratio,final_rank_ratio,min_cka,final_cka,max_separation_auroc,final_separation_auroc,max_target_alignment,final_direction_norm,rank_ratio_depth,error
vit_cifar100_adaptive_blend_0_05,vit,cifar100,adaptive_blend,0.05,0.984495147231182,12,0.6205137141652094,0.9925693501268343,0.6196229408608338,0.6196229408608338,1.0,0.9954,0.7179126143455505,10.740277290344238,0.3333333333333333,
vit_cifar100_adaptive_blend_0_05_evade_l1,vit,cifar100,adaptive_blend,0.05,0.9761383365344596,12,0.6819227882191361,0.8916340479455184,0.6017267548223418,0.6017267548223418,1.0,0.997452,0.6379166841506958,15.342134475708008,0.4166666666666667,
vit_cifar100_adaptive_blend_0_1,vit,cifar100,adaptive_blend,0.1,0.9938381388800542,12,0.6208103281091443,0.8484457024063319,0.5748150892130744,0.5748150892130744,1.0,0.995716,0.7789545655250549,10.914319038391113,0.3333333333333333,
vit_cifar100_adaptive_blend_0_1_evade_l1,vit,cifar100,adaptive_blend,0.1,0.9561072018752624,12,0.6922488560971836,0.8782401920315952,0.6097766001976933,0.6097766001976933,1.0,0.994084,0.7050608992576599,13.099411964416504,0.3333333333333333,
vit_cifar100_badnet_a2a_0_01_evade_l1,vit,cifar100,badnet_a2a,0.01,0.9302552421875,12,0.7191667486266603,0.7608147531526492,0.750778434226578,0.750778434226578,1.0,0.999996,0.04857172071933746,8.864137649536133,0.9166666666666666,
vit_cifar100_badnet_a2a_0_05,vit,cifar100,badnet_a2a,0.05,0.757402546875,12,0.9377507380005047,0.9377507380005047,0.8336324015876315,0.8336324015876315,1.0,0.9982759999999999,-0.0005001276731491089,4.749525547027588,1.0,
vit_cifar100_badnet_a2a_0_05_evade_l1,vit,cifar100,badnet_a2a,0.05,0.7470202499999999,12,0.8572877028361633,0.9438460378019407,0.813255298563971,0.8206631588293419,1.0,0.973228,0.014423754997551441,4.560879230499268,0.6666666666666666,
vit_cifar100_badnet_a2a_0_1,vit,cifar100,badnet_a2a,0.1,0.7052070781249999,12,0.679227861029912,0.679227861029912,0.7566707652555199,0.7566707652555199,1.0,0.972796,0.06557881087064743,3.718740701675415,1.0,
vit_cifar100_badnet_a2a_0_1_evade_l1,vit,cifar100,badnet_a2a,0.1,0.6483679609375,12,0.7456163239538338,0.8002842261448657,0.7098146138121078,0.7816489274268742,1.0,0.996356,0.10612808912992477,4.847075462341309,0.75,
vit_cifar100_badnet_a2o_0_005,vit,cifar100,badnet_a2o,0.005,0.6775172563509397,12,0.5597823129103036,0.6549727763517456,0.5098676296996455,0.5098676296996455,1.0,0.999972,0.5504077672958374,12.297416687011719,0.75,
vit_cifar100_badnet_a2o_0_01,vit,cifar100,badnet_a2o,0.01,0.9971401127504051,12,0.44974856614156455,0.4967503632572721,0.43563065741742785,0.43563065741742785,1.0,1.0,0.6525301337242126,12.97288703918457,0.75,
vit_cifar100_badnet_a2o_0_01_evade_l1,vit,cifar100,badnet_a2o,0.01,0.8289760081152837,12,0.33339009441438944,0.38311095611308404,0.42867420807005063,0.42867420807005063,1.0,0.9957039999999999,0.6880413293838501,13.317830085754395,0.8333333333333334,
vit_cifar100_badnet_a2o_0_05,vit,cifar100,badnet_a2o,0.05,0.9911415868779504,12,0.5283467037562586,0.543095245402572,0.45642987349320174,0.45642987349320174,1.0,0.999988,0.7936319708824158,14.68188190460205,0.75,
vit_cifar100_badnet_a2o_0_05_evade_l1,vit,cifar100,badnet_a2o,0.05,0.9960088734975892,12,0.44964367827374035,0.4915196917691895,0.42140854027296504,0.42140854027296504,1.0,0.997996,0.7924028038978577,19.98076057434082,0.8333333333333334,
vit_cifar100_badnet_a2o_0_1,vit,cifar100,badnet_a2o,0.1,0.996257024952023,12,0.40980338290335405,0.40980338290335405,0.38764464070991156,0.38764464070991156,1.0,0.99998,0.7223091721534729,13.273618698120117,1.0,
vit_cifar100_badnet_a2o_0_1_evade_l1,vit,cifar100,badnet_a2o,0.1,0.961731800570576,12,0.4154296344832785,0.4889979203168958,0.4295435760861414,0.4295435760861414,1.0,0.9962,0.7561557292938232,18.905757904052734,0.75,
vit_cifar100_benign,vit,cifar100,benign,0.0,0.5100827131608783,12,0.9700705886704107,0.9904378308881431,0.9838666959125387,0.9898912846653458,0.947308,0.831784,0.05663932487368584,1.2133797407150269,0.75,
vit_cifar100_blend_0_005,vit,cifar100,blend,0.005,0.983275380513662,12,0.08669241468594084,0.09067642699158496,0.13454199869849764,0.13454199869849764,1.0,0.999988,0.6189712882041931,15.82912540435791,0.8333333333333334,
vit_cifar100_blend_0_01,vit,cifar100,blend,0.01,0.9504192005312287,12,0.19899444439672775,0.19899444439672775,0.22855006514841686,0.22855006514841686,1.0,0.999908,0.7431816458702087,15.463873863220215,1.0,
vit_cifar100_blend_0_01_evade_l1,vit,cifar100,blend,0.01,0.9950125644032916,12,0.11074671657044911,0.16111309928921042,0.2070569991733083,0.2070569991733083,1.0,0.999504,0.6129355430603027,19.176288604736328,0.75,
vit_cifar100_blend_0_05,vit,cifar100,blend,0.05,0.9996700891380264,12,0.08933846964643961,0.12110074537761112,0.18680356837214046,0.18680356837214046,1.0,1.0,0.6591437458992004,18.46450424194336,0.75,
vit_cifar100_blend_0_05_evade_l1,vit,cifar100,blend,0.05,0.990520577727106,12,0.02384976722930789,0.024160136612220055,0.12537335487710052,0.12537335487710052,1.0,0.999996,0.603744387626648,26.303409576416016,0.9166666666666666,
vit_cifar100_blend_0_1,vit,cifar100,blend,0.1,0.9999913324173576,12,0.07879911538786907,0.09863468196541421,0.16107614934024836,0.16107614934024836,1.0,1.0,0.6280350685119629,19.32857322692871,0.8333333333333334,
vit_cifar100_blend_0_1_evade_l1,vit,cifar100,blend,0.1,0.9895120813411928,12,0.17963270118146296,0.20557647215737168,0.23964419262143088,0.23964419262143088,1.0,0.993152,0.7355805039405823,14.136406898498535,0.9166666666666666,
vit_cifar100_bpp_0_005,vit,cifar100,bpp,0.005,0.9485213271617378,12,0.23063879158961711,0.23063879158961711,0.19909946715699064,0.19909946715699064,0.9990239999999999,0.995868,0.6162279844284058,14.876240730285645,1.0,
vit_cifar100_bpp_0_01,vit,cifar100,bpp,0.01,0.9813062350327568,12,0.10422955736186705,0.10422955736186705,0.11533652880209665,0.11533652880209665,0.999796,0.998684,0.6654694080352783,15.31711196899414,1.0,
vit_cifar100_bpp_0_01_evade_l1,vit,cifar100,bpp,0.01,0.9715797706921576,12,0.10284808345816022,0.11847513048730847,0.1544889908613112,0.1544889908613112,0.999572,0.999232,0.5406949520111084,25.89345359802246,0.9166666666666666,
vit_cifar100_bpp_0_05,vit,cifar100,bpp,0.05,0.9926589485807232,12,0.09049702729088484,0.09943984253017454,0.13006637282365144,0.13006637282365144,1.0,0.999868,0.6456109285354614,21.778026580810547,0.8333333333333334,
vit_cifar100_bpp_0_05_evade_l1,vit,cifar100,bpp,0.05,0.9829279110128182,12,0.12785038833235646,0.15727481270527924,0.16932195290956598,0.16932195290956598,1.0,0.999688,0.6223764419555664,26.05592155456543,0.75,
vit_cifar100_bpp_0_1,vit,cifar100,bpp,0.1,0.9966219892421412,12,0.15925113755690665,0.174246232590936,0.16922580422417477,0.16922580422417477,1.0,0.9999399999999999,0.6823111176490784,20.501419067382812,0.9166666666666666,
vit_cifar100_bpp_0_1_evade_l1,vit,cifar100,bpp,0.1,0.9602313430483156,12,0.12073930090950472,0.15483511793896423,0.1888839269823097,0.1888839269823097,0.999988,0.999892,0.6260958909988403,30.153959274291992,0.9166666666666666,
vit_cifar100_lc_0_01,vit,cifar100,lc,0.01,0.9401538695449,12,0.6304875930126573,0.6948389523862887,0.6074410622391191,0.6074410622391191,1.0,1.0,0.067354217171669,10.032736778259277,0.9166666666666666,
vit_cifar100_lc_0_01_evade_l1,vit,cifar100,lc,0.01,0.7313577337224434,12,0.5542335784234075,0.801489807763539,0.7393297627045637,0.8055058701957503,1.0,1.0,0.12829230725765228,11.444168090820312,0.6666666666666666,
vit_cifar100_lc_0_05,vit,cifar100,lc,0.05,0.8191404008717066,12,0.6073703980127076,0.8114407673398869,0.7759107201292311,0.816476017405493,1.0,1.0,0.26698893308639526,8.395842552185059,0.6666666666666666,
vit_cifar100_lc_0_05_evade_l1,vit,cifar100,lc,0.05,0.7103324289304114,12,0.5841315556726542,0.8367495255711579,0.7646127513885054,0.7837250835065608,1.0,1.0,0.03178982809185982,10.76613712310791,0.6666666666666666,
vit_cifar100_lc_0_1,vit,cifar100,lc,0.1,0.9165477321621188,12,0.6486394731933903,0.8438078846809671,0.7773624637982218,0.7773624637982218,1.0,1.0,0.04099078103899956,9.64224910736084,0.75,
vit_cifar100_lc_0_1_evade_l1,vit,cifar100,lc,0.1,0.7158578612221052,12,0.590080797511659,0.7937056411808613,0.7780695628652945,0.79412280144634,1.0,1.0,0.13031849265098572,9.793853759765625,0.6666666666666666,
vit_cifar100_lf_0_005,vit,cifar100,lf,0.005,0.8627077735685819,12,0.2864422972827484,0.2864422972827484,0.34244670445737224,0.34244670445737224,0.9977640000000001,0.995096,0.569250226020813,11.956180572509766,1.0,
vit_cifar100_lf_0_01,vit,cifar100,lf,0.01,0.9718290235521206,12,0.13197887728012872,0.13197887728012872,0.19030395864970448,0.19030395864970448,0.9994799999999999,0.9981,0.6103852391242981,17.260879516601562,1.0,
vit_cifar100_lf_0_01_evade_l1,vit,cifar100,lf,0.01,0.7349581805099906,12,0.0986891340224393,0.15718203523721003,0.20679258383050214,0.20679258383050214,0.999328,0.9971440000000001,0.5813149213790894,25.11585235595703,0.8333333333333334,
vit_cifar100_lf_0_05,vit,cifar100,lf,0.05,0.975616645430025,12,0.24069275975559226,0.24069275975559226,0.2528824538074218,0.2528824538074218,0.999916,0.999052,0.670285701751709,17.552852630615234,1.0,
vit_cifar100_lf_0_05_evade_l1,vit,cifar100,lf,0.05,0.98023842237226,12,0.25141338988679907,0.30395085714378844,0.32955444844915255,0.32955444844915255,0.99998,0.999584,0.6998981237411499,24.121212005615234,0.75,
vit_cifar100_lf_0_1,vit,cifar100,lf,0.1,0.9971516695272616,12,0.22596027798010077,0.22596027798010077,0.2413089831962557,0.2413089831962557,0.999992,0.9999239999999999,0.6459896564483643,22.114011764526367,1.0,
vit_cifar100_lf_0_1_evade_l1,vit,cifar100,lf,0.1,0.9019437572853386,12,0.25214771890472193,0.25214771890472193,0.27018199830994216,0.27018199830994216,1.0,0.999796,0.7024329900741577,29.74616050720215,1.0,
vit_cifar100_sig_0_01_evade_l1,vit,cifar100,sig,0.01,0.6225060088455634,12,0.6480987518064053,0.8195042374046558,0.729756404387568,0.729756404387568,0.993452,0.9837359999999999,0.1103062629699707,6.004326820373535,0.5833333333333334,
vit_cifar100_sig_0_05_evade_l1,vit,cifar100,sig,0.05,0.656293953962047,12,0.7174497436954262,0.8789776533867021,0.747274892876672,0.747274892876672,0.99652,0.986368,0.06812119483947754,6.043693542480469,0.5833333333333334,
vit_cifar100_sig_0_1_evade_l1,vit,cifar100,sig,0.1,0.6146893018804904,12,0.681367333272077,0.8367178440000547,0.751050108355333,0.751050108355333,0.996648,0.9916079999999999,0.08255578577518463,6.093996524810791,0.75,
vit_cifar100_tact_0_01_evade_l1,vit,cifar100,tact,0.01,0.5500971750943477,12,0.9629587148224221,1.0011814794388922,0.9823661567219881,0.9836006709062715,1.0,0.9921,0.4220571517944336,6.8086066246032715,0.9166666666666666,
vit_cifar100_tact_0_05_evade_l1,vit,cifar100,tact,0.05,0.5378204780818304,12,0.9802495166618914,1.0044169905582634,0.9783901393121537,0.9783901393121537,0.9992639999999999,0.98418,0.5980399250984192,5.424684524536133,0.8333333333333334,
vit_cifar100_tact_0_1_evade_l1,vit,cifar100,tact,0.1,0.5254591643923574,12,0.9812400269892972,0.992377594481282,0.9787574195841943,0.9787574195841943,0.9953000000000001,0.9657560000000001,0.49813568592071533,4.574338912963867,0.5833333333333334,
vit_cifar100_wanet_0_01_evade_l1,vit,cifar100,wanet,0.01,0.5491921070725798,12,0.9844692621050964,1.0176307052896378,0.9702379981036312,0.9777829355234932,0.7882560000000001,0.7142919999999999,0.42748722434043884,2.0964736938476562,0.25,
vit_cifar100_wanet_0_05,vit,cifar100,wanet,0.05,0.8435472680553688,12,0.37681943140271434,0.5889722108045236,0.5127170657539426,0.5899257814144102,0.98688,0.974856,0.7064998745918274,9.145798683166504,0.8333333333333334,
vit_cifar100_wanet_0_05_evade_l1,vit,cifar100,wanet,0.05,0.7685187332719048,12,0.5294812931198234,0.6450967013480133,0.6159377335704744,0.679312904995384,0.980284,0.96844,0.5495707392692566,10.843945503234863,0.8333333333333334,
vit_cifar100_wanet_0_1,vit,cifar100,wanet,0.1,0.9594646530632442,12,0.1847885324772086,0.3365924875224649,0.33648143037331135,0.41755467426245396,0.9958640000000001,0.994104,0.6240993142127991,14.728433609008789,0.8333333333333334,
vit_cifar100_wanet_0_1_evade_l1,vit,cifar100,wanet,0.1,0.7283605379168829,12,0.19995393966486777,0.42044900928880785,0.3734097208933202,0.5091455234295217,0.995284,0.9914719999999999,0.6262617707252502,18.010496139526367,0.6666666666666666,
vit_cifar10_adaptive_blend_0_005,vit,cifar10,adaptive_blend,0.005,0.7702956500771605,12,0.7336818909909838,1.025181311150881,0.7725367663346506,0.7725367663346506,1.0,0.925148,0.7428048253059387,11.69118595123291,0.3333333333333333,
vit_cifar10_adaptive_blend_0_01,vit,cifar10,adaptive_blend,0.01,0.9094690875771604,12,0.7072956139023377,1.1029571846679618,0.7715718641040652,0.7842997185610305,1.0,0.9583480000000001,0.6821995973587036,16.633464813232422,0.3333333333333333,
vit_cifar10_adaptive_blend_0_05,vit,cifar10,adaptive_blend,0.05,0.9687046682098766,12,0.7157951001754357,1.1283200117070395,0.6829919355423532,0.718303227321749,1.0,0.9798720000000001,0.6421157121658325,19.743026733398438,0.3333333333333333,
vit_cifar10_adaptive_blend_0_1,vit,cifar10,adaptive_blend,0.1,0.9202112847222224,12,0.7284359054337113,1.255537058391701,0.6832286872340582,0.6832286872340582,1.0,0.971724,0.8569502830505371,22.586830139160156,0.3333333333333333,
vit_cifar10_badnet_a2a_0_005,vit,cifar10,badnet_a2a,0.005,0.7794733671875,12,0.9332421670893617,1.2034378722931431,0.8753958639111713,0.8753958639111713,0.999988,0.99834,0.21858569979667664,10.331136703491211,0.9166666666666666,
vit_cifar10_badnet_a2a_0_01,vit,cifar10,badnet_a2a,0.01,0.5409946484375,12,0.9548873698958051,1.0565514031497585,0.9244933194726241,0.9244933194726241,0.999996,0.968356,0.12049753963947296,10.554854393005371,0.6666666666666666,
vit_cifar10_badnet_a2a_0_05,vit,cifar10,badnet_a2a,0.05,0.5387155390625,12,0.9069367858846025,0.9069367858846025,0.8972211134863207,0.8972211134863207,0.9999399999999999,0.984676,0.13938993215560913,12.301103591918945,1.0,
vit_cifar10_badnet_a2a_0_1,vit,cifar10,badnet_a2a,0.1,0.5079137109374999,12,0.9667398394671255,1.0413792154918085,0.9532310049191474,0.9532310049191474,1.0,1.0,0.20977561175823212,13.228691101074219,0.5833333333333334,
vit_cifar10_badnet_a2o_0_005,vit,cifar10,badnet_a2o,0.005,0.6389386574074074,12,0.8836995919671442,1.3346534293000643,0.5868349752287908,0.5868349752287908,0.999988,0.980692,0.9502113461494446,30.08986473083496,0.6666666666666666,
vit_cifar10_badnet_a2o_0_01,vit,cifar10,badnet_a2o,0.01,0.8251516782407408,12,0.855423415067703,1.3619710634870987,0.6111076924673389,0.6111076924673389,1.0,0.97336,0.9381428360939026,28.66731071472168,0.6666666666666666,
vit_cifar10_badnet_a2o_0_05,vit,cifar10,badnet_a2o,0.05,0.94314715470679,12,0.8302471467679181,1.3600886361942695,0.4562337698407175,0.4562337698407175,1.0,0.973644,0.9248215556144714,26.59103012084961,0.6666666666666666,
vit_cifar10_badnet_a2o_0_1,vit,cifar10,badnet_a2o,0.1,0.921716763117284,12,0.7195236131068572,1.4422790248517645,0.42753086474863633,0.42753086474863633,1.0,0.985424,0.9484351873397827,28.0965633392334,0.6666666666666666,
vit_cifar10_benign,vit,cifar10,benign,0.0,0.5057393518518518,12,0.9626773893680461,0.994549803039855,0.9939386422687851,0.9978793722729891,0.952612,0.644212,0.23026058077812195,1.3585047721862793,0.6666666666666666,
vit_cifar10_blend_0_005,vit,cifar10,blend,0.005,0.987810223765432,12,0.264552034782071,0.3644584350173762,0.09160074397740799,0.09160074397740799,1.0,0.995648,0.8592172265052795,29.007627487182617,0.75,
vit_cifar10_blend_0_01,vit,cifar10,blend,0.01,0.998505150462963,12,0.32238365392371326,0.5061222348354844,0.1333519011930754,0.1333519011930754,1.0,0.9933719999999999,0.887917160987854,29.36007308959961,0.6666666666666666,
vit_cifar10_blend_0_05,vit,cifar10,blend,0.05,0.9972244598765432,12,0.38907932757453834,0.8654678942668111,0.1845448056288035,0.1845448056288035,1.0,0.986668,0.9082566499710083,28.89736557006836,0.6666666666666666,
vit_cifar10_blend_0_1,vit,cifar10,blend,0.1,0.99894737654321,12,0.21501391037612785,0.37370183136943436,0.10618585768079361,0.10618585768079361,1.0,0.997304,0.8594066500663757,28.226341247558594,0.75,
vit_cifar10_bpp_0_005,vit,cifar10,bpp,0.005,0.9059688464506171,12,0.4103486033876242,0.716003263496753,0.19609536082841802,0.19609536082841802,0.998896,0.963028,0.873740017414093,22.32933807373047,0.6666666666666666,
vit_cifar10_bpp_0_01,vit,cifar10,bpp,0.01,0.991078973765432,12,0.28511579304748325,0.5332038562263853,0.1373541296547143,0.15755163342287154,0.99974,0.99342,0.885456919670105,32.00178527832031,0.75,
vit_cifar10_bpp_0_05,vit,cifar10,bpp,0.05,0.998569888117284,12,0.38635395258376515,0.8258096083965946,0.17829906821207994,0.17829906821207994,0.999952,0.9959399999999999,0.9116898775100708,31.40424919128418,0.6666666666666666,
vit_cifar10_bpp_0_1,vit,cifar10,bpp,0.1,0.9956785879629628,12,0.3815841485822439,0.7078398139078355,0.1645471419724783,0.1713674677170063,0.999896,0.9926159999999999,0.8950989842414856,30.477949142456055,0.6666666666666666,
vit_cifar10_lc_0_005,vit,cifar10,lc,0.005,0.5861854938271605,12,0.8416657134354455,0.9376581337088309,0.935803236914534,0.9423286125301114,0.999996,0.845424,0.7635582685470581,7.8829026222229,0.6666666666666666,
vit_cifar10_lc_0_01,vit,cifar10,lc,0.01,0.6276526620370371,12,0.8270195575907024,0.9333275486785471,0.8867732540907742,0.8867732540907742,1.0,0.89282,0.8688559532165527,11.986261367797852,0.6666666666666666,
vit_cifar10_lc_0_05,vit,cifar10,lc,0.05,0.6674797453703705,12,0.8717888373876336,0.9717028118721212,0.8595887792817982,0.8595887792817982,0.99988,0.939276,0.8905484080314636,15.275505065917969,0.6666666666666666,
vit_cifar10_lc_0_1,vit,cifar10,lc,0.1,0.9465323495370372,12,0.8303987111245079,1.4031416630806424,0.7467033459571303,0.7467033459571303,1.0,1.0,0.15014605224132538,15.924034118652344,0.5833333333333334,
vit_cifar10_lf_0_005,vit,cifar10,lf,0.005,0.9070101080246912,12,0.2777104277759649,0.7192189057087469,0.1892090142591011,0.3121900268357825,0.999972,0.987588,0.6353909969329834,25.11326789855957,0.8333333333333334,
vit_cifar10_lf_0_01,vit,cifar10,lf,0.01,0.9779971450617284,12,0.6508219345879516,1.01913361854881,0.33821734190673103,0.3672301190012063,0.999996,0.9993160000000001,0.6789975762367249,33.38732147216797,0.75,
vit_cifar10_lf_0_05,vit,cifar10,lf,0.05,0.992730825617284,12,0.5503894326951643,1.257738778647251,0.30263015778873464,0.30263015778873464,1.0,0.9995639999999999,0.7009412050247192,35.212867736816406,0.75,
vit_cifar10_lf_0_1,vit,cifar10,lf,0.1,0.998451986882716,12,0.7108944724999877,1.3805759019668982,0.3289795765220765,0.4062859307348603,1.0,0.999992,0.6848533749580383,39.2692756652832,0.75,
vit_cifar10_sig_0_005,vit,cifar10,sig,0.005,0.6025809895833334,12,0.8537348177145999,0.8995493786232609,0.8446945085795555,0.8446945085795555,0.9946360000000001,0.748876,0.7591654658317566,6.735572338104248,0.3333333333333333,
vit_cifar10_sig_0_01,vit,cifar10,sig,0.01,0.6945001832561728,12,0.8525861803126833,1.0509272812439652,0.7731636730618652,0.7731636730618652,0.99756,0.8946479999999999,0.771210253238678,10.026556015014648,0.3333333333333333,
vit_cifar10_sig_0_05,vit,cifar10,sig,0.05,0.8330791763117283,12,0.8358432191774083,0.8802715580272602,0.6322555771678594,0.6322555771678594,0.9996,0.92594,0.8495937585830688,15.207479476928711,0.5,
vit_cifar10_sig_0_1,vit,cifar10,sig,0.1,0.9467662037037038,12,0.7884446337865131,1.2592181336308177,0.5924058020244333,0.5924058020244333,1.0,0.99996,0.2814975380897522,22.212169647216797,0.6666666666666666,
vit_cifar10_tact_0_005,vit,cifar10,tact,0.005,0.5751330343364197,12,0.9579180894079751,0.9579180894079751,0.9799431627062216,0.9799431627062216,0.999004,0.9686959999999999,0.15797841548919678,7.799552917480469,1.0,
vit_cifar10_tact_0_01,vit,cifar10,tact,0.01,0.5449927179783951,12,0.942407431999264,0.942407431999264,0.9718550833159078,0.9718550833159078,0.998848,0.856128,0.28897565603256226,5.706914901733398,1.0,
vit_cifar10_wanet_0_005,vit,cifar10,wanet,0.005,0.5319853202160494,12,0.9771030029945533,1.0278664368291714,0.979056438396457,0.9861193687931479,0.7987400000000001,0.67554,0.49580127000808716,2.3098340034484863,0.5,
vit_cifar10_wanet_0_01,vit,cifar10,wanet,0.01,0.6200395736882716,12,0.9509027311596876,1.0793512425753204,0.7938028453344176,0.9588892492282987,0.8749999999999999,0.7988599999999999,0.6341191530227661,5.627448558807373,0.5833333333333334,
vit_cifar10_wanet_0_05,vit,cifar10,wanet,0.05,0.9383264660493827,12,0.2886369825762234,0.9895020289602197,0.31623052164068544,0.6346483601421306,0.9897719999999999,0.959828,0.6880044937133789,18.948932647705078,0.8333333333333334,
vit_cifar10_wanet_0_1,vit,cifar10,wanet,0.1,0.9760655864197532,12,0.2948018450202353,0.9396900556390962,0.2601928718294501,0.5376498903268937,0.997428,0.9936320000000001,0.6294302344322205,28.589027404785156,0.8333333333333334,
vit_gtsrb_adaptive_blend_0_01,vit,gtsrb,adaptive_blend,0.01,0.903240979210304,12,0.7282526646252617,0.929714614933159,0.7800628627222659,0.8628048558747163,1.0,0.996968,0.8186094164848328,11.889824867248535,0.4166666666666667,
vit_gtsrb_adaptive_blend_0_05,vit,gtsrb,adaptive_blend,0.05,0.9996259945253227,12,0.6422282437569303,1.0007948998063543,0.7804365296919764,0.8180447594709552,1.0,1.0,0.7649492025375366,18.15614128112793,0.5833333333333334,
vit_gtsrb_adaptive_blend_0_1,vit,gtsrb,adaptive_blend,0.1,0.9999881673815748,12,0.644794373148514,0.9553571256551371,0.7273993524989665,0.799137055553469,1.0,1.0,0.8131711483001709,17.560930252075195,0.5,
vit_gtsrb_badnet_a2a_0_05,vit,gtsrb,badnet_a2a,0.05,0.794993194503566,12,0.8997719452552819,0.9015577202351484,0.8554914238212801,0.8795418829402725,1.0,0.980456,0.5750355124473572,4.243505001068115,0.9166666666666666,
vit_gtsrb_badnet_a2a_0_1,vit,gtsrb,badnet_a2a,0.1,0.8477957669635185,12,0.6454911689758461,1.0132994601427119,0.756488261287301,0.9132280908668272,1.0,0.805588,0.6577080488204956,0.6538408398628235,0.8333333333333334,
vit_gtsrb_badnet_a2o_0_01,vit,gtsrb,badnet_a2o,0.01,0.9999991331087712,12,0.8981842519522799,0.8981842519522799,0.7944279026073399,0.8516262245847989,1.0,1.0,0.7964746952056885,17.728361129760742,1.0,
vit_gtsrb_badnet_a2o_0_05,vit,gtsrb,badnet_a2o,0.05,0.9999996067709888,12,0.6039219137280685,0.6039219137280685,0.3438717276561357,0.3438717276561357,1.0,1.0,0.7441578507423401,20.536008834838867,1.0,
vit_gtsrb_badnet_a2o_0_1,vit,gtsrb,badnet_a2o,0.1,0.9999993744083914,12,0.7634140148195088,0.8278114669480489,0.5115297378043193,0.5717540079360283,1.0,1.0,0.7887964248657227,32.413902282714844,0.5833333333333334,
vit_gtsrb_benign,vit,gtsrb,benign,0.0,0.5069248790668861,12,0.9957181126803375,0.9999722989852315,0.9987956192819947,0.9999327895324857,0.581,0.527668,0.6734450459480286,0.14448201656341553,0.6666666666666666,
vit_gtsrb_blend_0_01,vit,gtsrb,blend,0.01,0.9999997140152648,12,0.13447732991183897,0.20023773621559618,0.11616683728687763,0.11616683728687763,1.0,1.0,0.8353726863861084,16.108036041259766,0.6666666666666666,
vit_gtsrb_blend_0_05,vit,gtsrb,blend,0.05,0.998954135948778,12,0.34938335507321655,0.7354687219619169,0.37458915161798384,0.4169145818601703,1.0,1.0,0.8022919297218323,37.4655876159668,0.5833333333333334,
vit_gtsrb_blend_0_1,vit,gtsrb,blend,0.1,0.9999601766256024,12,0.11590121340121592,0.11961160445299539,0.11936402205327713,0.11936402205327713,1.0,1.0,0.8752321004867554,20.51389503479004,0.75,
vit_gtsrb_bpp_0_01,vit,gtsrb,bpp,0.01,0.9833739020554472,12,0.161777048442122,0.23320665501349874,0.16961553908634905,0.20403590646350775,0.9994919999999999,0.996764,0.676674485206604,20.55387306213379,0.5833333333333334,
vit_gtsrb_bpp_0_05,vit,gtsrb,bpp,0.05,0.999400504498522,12,0.2657274789846872,0.34689762106486255,0.3049109782403403,0.3049109782403403,0.999996,0.999976,0.711258590221405,31.608993530273438,0.5833333333333334,
vit_gtsrb_bpp_0_1,vit,gtsrb,bpp,0.1,0.9999113983541792,12,0.3050812204885849,0.3278365867924593,0.12881066202601993,0.12881066202601993,1.0,0.999976,0.7688379883766174,18.251846313476562,0.6666666666666666,
vit_gtsrb_lc_0_05,vit,gtsrb,lc,0.05,0.751490092183962,12,0.9697444172343429,1.0079347445699045,0.9443561915548895,0.9443561915548895,0.9989359999999999,0.9989359999999999,0.7990162372589111,8.116324424743652,0.5833333333333334,
vit_gtsrb_lc_0_1,vit,gtsrb,lc,0.1,0.7746504944801194,12,0.954795395558057,0.9798390409142129,0.9741418560759915,0.9741418560759915,0.999656,0.999112,0.6377996206283569,7.458959579467773,0.25,
vit_gtsrb_lf_0_01,vit,gtsrb,lf,0.01,0.9915345256322934,12,0.3049534594227048,0.3269150224330979,0.28387872294841754,0.28387872294841754,1.0,0.999872,0.6964921355247498,22.181650161743164,0.5833333333333334,
vit_gtsrb_lf_0_05,vit,gtsrb,lf,0.05,0.9992326314588714,12,0.19451830759266975,0.38790542384971455,0.20736064280044073,0.2511080028513619,1.0,0.99998,0.7261862754821777,24.07069206237793,0.5833333333333334,
vit_gtsrb_lf_0_1,vit,gtsrb,lf,0.1,0.9998544427067296,12,0.37652144337976184,0.6251676946269701,0.48098442066614344,0.48458707699996395,1.0,0.999992,0.7271047234535217,26.40180015563965,0.5833333333333334,
vit_gtsrb_wanet_0_05,vit,gtsrb,wanet,0.05,0.9532213204408556,12,0.328739669689193,0.328739669689193,0.4844078618916307,0.4844078618916307,0.975464,0.971792,0.6992359161376953,16.757736206054688,1.0,
vit_gtsrb_wanet_0_1,vit,gtsrb,wanet,0.1,0.9723696294792492,12,0.31563489700307273,0.33311755844389523,0.3886181389561752,0.40579264319481784,0.994256,0.991772,0.6751596927642822,18.911155700683594,0.75,
vit_tiny_adaptive_blend_0_01,vit,tiny,adaptive_blend,0.01,0.7043766093539984,12,0.8782561966592707,0.9989471693070372,0.8495819684318532,0.8495819684318532,1.0,0.998352,0.5874797105789185,6.737290859222412,0.3333333333333333,
vit_tiny_adaptive_blend_0_01_evade_l1,vit,tiny,adaptive_blend,0.01,0.8650058004743844,12,0.7551366856533736,0.9393527079756993,0.7528418637616916,0.7642534203077037,1.0,0.999572,0.44401490688323975,12.073650360107422,0.8333333333333334,
